_id,name,property_type,room_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,review_scores,amenities,images,host_name,host_identity_verified,market,country,longitude,latitude,availability_30,availability_60,availability_90,availability_365,price_usd
10057826,Deluxe Loft Suite,Apartment,Entire home/apt,3,1125,strict_14_with_grace_period,4,0,2,5,1,205,Not Specified,0,1,88,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron']",https://a0.muscache.com/im/pictures/40ace1e3-4917-46e5-994f-30a5965f5159.jpg?aki_policy=large,Mae,No,New York,United States,-73.94472,40.72778,30,31,31,243,205.0
10059244,Ligne verte - à 15 min de métro du centre ville.,Apartment,Entire home/apt,2,1125,moderate,2,0,1,0,1,43,Not Specified,12,1,0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Laptop friendly workspace', 'Hot water', 'Bed linens']",https://a0.muscache.com/im/pictures/af5c069c-ef73-490a-9e47-b48c0ae47c2f.jpg?aki_policy=large,Caro,No,Montreal,Canada,-73.54949,45.54548,0,0,0,32,34.4
10059872,"Soho Cozy, Spacious and Convenient",Apartment,Entire home/apt,4,20,flexible,3,1,2,3,1,699,Not Specified,0,1,100,"['Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Essentials', '24-hour check-in', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/4533a1dc-6fd8-4167-938d-391c6eebbc19.jpg?aki_policy=large,Giovanni,No,Hong Kong,Hong Kong,114.15027,22.28158,0,0,0,0,90.87
10066928,3 chambres au coeur du Plateau,Apartment,Entire home/apt,1,1125,flexible,6,3,3,0,1,140,Not Specified,0,1,0,"['Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/f208bdd7-bdab-4d4d-b529-8e6b1e5a83c1.jpg?aki_policy=large,Margaux,No,Montreal,Canada,-73.57383,45.52233,0,0,0,0,112.0
10069642,Ótimo Apto proximo Parque Olimpico,Apartment,Entire home/apt,15,20,strict_14_with_grace_period,5,2,2,0,2,858,112,75,1,0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hair dryer', 'Iron']",https://a0.muscache.com/im/pictures/5b1f4beb-6e06-41f0-970b-044f2f28d957.jpg?aki_policy=large,Jonathan,No,Rio De Janeiro,Brazil,-43.4311123147628,-23.00035792660916,0,0,0,0,163.02
10082307,Double Room en-suite (307),Apartment,Private room,1,1125,strict_14_with_grace_period,2,1,1,0,1,361,Not Specified,130,2,0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Doorman', 'Elevator', 'Family/kid friendly', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",https://a0.muscache.com/im/pictures/8ee32fb6-2094-42ee-ae6c-ff40b479f9a7.jpg?aki_policy=large,Ken,No,Hong Kong,Hong Kong,114.17158,22.30469,30,60,90,365,46.93
10082422,Nice room in Barcelona Center,Apartment,Private room,1,9,flexible,2,1,2,0,1,50,10,0,1,0,"['Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/aed1923a-69a6-4614-99d0-fd5c8f41ebda.jpg?aki_policy=large,Anna,No,Barcelona,Spain,2.16942,41.40082,0,0,0,0,59.0
10083468,Be Happy in Porto,Loft,Entire home/apt,2,1125,moderate,2,1,1,178,1,30,10,0,1,97,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Handheld shower head', 'Paid parking on premises']",https://a0.muscache.com/im/pictures/9420dabf-661e-4e86-b69c-84d90ceeedb5.jpg?aki_policy=large,Fábio,Yes,Porto,Portugal,-8.61123,41.15225,16,40,67,335,35.4
10084023,City center private room with bed,Guesthouse,Private room,1,500,strict_14_with_grace_period,1,1,1,81,1,181,50,100,1,92,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'First aid kit', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Long term stays allowed', 'Host greets you']",https://a0.muscache.com/im/pictures/e6275515-7d73-4a70-bdc4-39ba6497e7d3.jpg?aki_policy=large,Yi,Yes,Hong Kong,Hong Kong,114.1669,22.3314,14,24,40,220,23.53
10091713,Surry Hills Studio - Your Perfect Base in Sydney,Apartment,Entire home/apt,10,21,strict_14_with_grace_period,2,0,1,64,1,181,50,0,1,95,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Ethernet connection', 'Other']",https://a0.muscache.com/im/pictures/f8eaba4e-d211-42fb-a3ca-887c0ff766f8.jpg?aki_policy=large,Ben,Yes,Sydney,Australia,151.21554,-33.88029,0,0,0,0,132.13
10092679,Cozy house at Beyoğlu,Apartment,Private room,2,1125,flexible,2,1,1,27,1,58,0,60,1,99,"['Wifi', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Patio or balcony', 'Luggage dropoff allowed', 'Host greets you']",https://a0.muscache.com/im/pictures/23876199-7472-48f4-b215-7c727be47fd7.jpg?aki_policy=large,Ali,Yes,Istanbul,Turkey,28.95825,41.03777,3,19,37,37,6.96
10096773,Easy 1 Bedroom in Chelsea,Apartment,Entire home/apt,2,1125,flexible,2,1,1,1,1,145,60,0,1,100,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials']",https://a0.muscache.com/im/pictures/ceb6e8b2-d006-4f1f-b0c4-001e48de11db.jpg?aki_policy=large,Scott,Yes,New York,United States,-74.00074,40.74577,0,0,0,0,145.0
10108388,Sydney Hyde Park City Apartment (checkin from 6am),Apartment,Entire home/apt,2,30,moderate,2,1,1,109,1,185,120,0,1,100,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Cleaning before checkout', 'Step-free access', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access']",https://a0.muscache.com/im/pictures/a2e7de4a-6349-4515-acd3-c788d6f2abcf.jpg?aki_policy=large,Desireé,Yes,Sydney,Australia,151.21346,-33.87603,5,16,35,265,135.04999999999998
10109896,THE Place to See Sydney's FIREWORKS,House,Entire home/apt,2,1125,moderate,2,1,1,0,2,250,150,0,1,0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/aca46512-3f26-432e-8114-e13fa5707217.jpg?aki_policy=large,Kristin,No,Sydney,Australia,151.17956,-33.86296,0,0,0,0,182.5
10112159,Downtown Oporto Inn (room cleaning),Hostel,Private room,1,1125,moderate,2,1,1,0,1,40,50,25,2,0,"['TV', 'Cable TV', 'Wifi', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Hot water', 'Long term stays allowed', 'Other']",https://a0.muscache.com/im/pictures/442ad717-ecf2-4bb5-a186-17a46cfb5f5f.jpg?aki_policy=large,Elisabete,Yes,Porto,Portugal,-8.60867,41.1543,30,60,87,359,47.199999999999996
10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,Serviced apartment,Entire home/apt,1,1125,strict_14_with_grace_period,4,2,4,3,1,838,Not Specified,0,1,67,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",https://a0.muscache.com/im/pictures/fbdaf067-9682-48a6-9838-f51589d4791a.jpg?aki_policy=large,Ahmet,No,Istanbul,Turkey,28.98713,41.04841,30,60,90,365,100.56
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Serviced apartment,Entire home/apt,1,1125,moderate,6,2,5,0,2,997,Not Specified,0,1,0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",https://a0.muscache.com/im/pictures/79955df9-923e-44ee-bc3c-5e88041a8c53.jpg?aki_policy=large,Ahmet,No,Istanbul,Turkey,28.98818,41.04772,30,60,90,365,119.64
10116578,Apartamento zona sul do RJ,Apartment,Entire home/apt,1,1125,flexible,5,3,3,0,1,933,Not Specified,0,1,0,"['Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', '24-hour check-in', 'Iron']",https://a0.muscache.com/im/pictures/96bb9ea5-a164-4fb6-a136-a21b168a72d7.jpg?aki_policy=large,Luiz Rodrigo,No,Rio De Janeiro,Brazil,-43.1825954762751,-22.930541460367934,30,60,90,365,177.27
10117617,A Casa Alegre é um apartamento T1.,Apartment,Entire home/apt,7,180,moderate,2,1,1,12,1,40,15,0,2,96,"['TV', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Bathtub', 'Beachfront']",https://a0.muscache.com/im/pictures/8845f3f6-9775-4c14-9486-fe0997611bda.jpg?aki_policy=large,Manuela,Yes,Porto,Portugal,-8.75383,41.3596,0,0,0,46,47.199999999999996
10120414,The LES Apartment,Apartment,Entire home/apt,3,1125,flexible,3,1,1,0,1,150,Not Specified,0,1,0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/0113fa69-96c5-4241-a949-854a48d8d9e0.jpg?aki_policy=large,Mert,Yes,New York,United States,-73.98944,40.72063,0,0,0,0,150.0
10133350,2 bedroom Upper east side,Apartment,Entire home/apt,2,7,strict_14_with_grace_period,5,2,2,9,1,275,35,0,1,90,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Pets live on this property', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/d9886a79-0633-4ab4-b03a-7686bab13d71.jpg?aki_policy=large,Chelsea,Yes,New York,United States,-73.95854,40.7664,0,0,0,0,275.0
10133554,Double and triple rooms Blue mosque,Bed and breakfast,Private room,1,1125,moderate,3,1,2,29,1,121,Not Specified,0,1,92,"['Internet', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Smoking allowed', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff']",https://a0.muscache.com/im/pictures/68de30b5-ece5-42ab-8152-c1834d5e25fd.jpg?aki_policy=large,Mehmet Emin,Yes,Istanbul,Turkey,28.98009,41.0062,30,60,90,365,14.52
10138784,Room Close to LGA and 35 mins to Times Square,Apartment,Private room,2,1125,strict_14_with_grace_period,2,1,1,123,1,46,15,10,1,99,"['Internet', 'Wifi', 'Air conditioning', 'Pets live on this property', 'Dog(s)', 'Other pet(s)', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Host greets you']",https://a0.muscache.com/im/pictures/f1c9e2c8-c619-4c97-afab-b8bf0ae9ea1d.jpg?aki_policy=large,Cheer,Yes,New York,United States,-73.88025,40.74953,30,60,90,365,46.0
10140368,A bedroom far away from home,Apartment,Private room,1,10,strict_14_with_grace_period,2,1,1,239,1,45,Not Specified,10,1,95,"['Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Host greets you']",https://a0.muscache.com/im/pictures/e15dbb07-8de4-4e4e-9217-1d0763419532.jpg?aki_policy=large,Lane,Yes,New York,United States,-73.82257,40.71485,20,29,29,34,45.0
10141950,"Big, Bright & Convenient Sheung Wan",Apartment,Entire home/apt,2,1125,moderate,2,0,1,1,1,966,118,0,1,100,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/aee73a00-c7dd-43bd-93eb-8d96de467a89.jpg?aki_policy=large,Regg,Yes,Hong Kong,Hong Kong,114.15007,22.28422,0,0,0,0,125.58
10166883,Large railroad style 3 bedroom apt in Manhattan!,Apartment,Entire home/apt,3,6,strict_14_with_grace_period,9,3,4,22,1,180,59,19,4,95,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Other']",https://a0.muscache.com/im/pictures/5183470a-9507-4488-b113-57a919d48910.jpg?aki_policy=large,Vick,Yes,New York,United States,-73.93943,40.79805,0,0,0,0,180.0
10166986,Resort-like living in Williamsburg,Apartment,Entire home/apt,5,1125,strict_14_with_grace_period,4,2,2,1,1,220,25,0,1,100,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Iron']",https://a0.muscache.com/im/pictures/e8e3a30b-a3e9-4925-88b2-d3977054be34.jpg?aki_policy=large,Mohammed,Yes,New York,United States,-73.93869,40.71552,0,0,0,0,220.0
1016739,Private Room (2)  in Guest House at Coogee Beach,House,Private room,3,365,strict_14_with_grace_period,2,1,2,8,3,64,30,0,1,100,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Doorman', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",https://a0.muscache.com/im/pictures/15288404/3f765cd7_original.jpg?aki_policy=large,David,Yes,Sydney,Australia,151.25541,-33.92398,0,0,19,20,46.72
10184012,Apto semi mobiliado,Apartment,Entire home/apt,1,1125,flexible,2,2,2,0,1,380,Not Specified,0,1,0,"['Air conditioning', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Iron']",https://a0.muscache.com/im/pictures/7636a27c-6f18-41d4-b2ce-ecfa1e561451.jpg?aki_policy=large,Ricardo,No,Rio De Janeiro,Brazil,-43.24277868091869,-22.915009354482486,30,60,90,365,72.2
10186755,Roof double bed private room,Loft,Private room,1,1125,flexible,2,1,2,0,1,185,Not Specified,0,1,0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/7280244f-cd51-4ac1-a9fd-9acef8a7f0bc.jpg?aki_policy=large,Mustafa,No,Istanbul,Turkey,29.03693,41.12452,30,60,90,365,22.2
1019168,"Cozy Nest, heart of the Plateau",Apartment,Private room,2,120,strict_14_with_grace_period,1,1,1,62,1,34,25,10,1,98,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",https://a0.muscache.com/im/pictures/a27beb17-c028-49a1-a374-9f4244f7b2ff.jpg?aki_policy=large,Lilou,Yes,Montreal,Canada,-73.58774,45.52028,0,0,0,0,27.200000000000003
